,incident_name,incident_dateonly_extinguished,incident_dateonly_created,incident_acres_burned,incident_longitude,incident_latitude,city,incident_county,incident_id,incident_url
128,Crane Fire,2013-10-05,2013-10-04,159,-122.6503,38.34599,Penngrove,Sonoma,1460f2d9-853b-4901-bed3-ac196e00bb3a,https://www.fire.ca.gov/incidents/2013/10/4/crane-fire/
129,DeLuz Fire,2013-10-09,2013-10-05,2236,-117.3092,33.341,Camp Pendleton North,San Diego,9fb847ce-44c7-4a11-a733-a6cc82838671,https://www.fire.ca.gov/incidents/2013/10/5/deluz-fire/
130,Summit Fire,2013-10-05,2013-10-04,305,-121.497,39.439,Palermo,Butte,d922e7c8-814a-412b-a40b-53072d0983ea,https://www.fire.ca.gov/incidents/2013/10/4/summit-fire/
131,Baker Fire,2013-10-09,2013-10-06,40,-117.6649,33.7655,Foothill Ranch,Orange,9a110003-2f4c-4ac7-a3e5-b4e713f8d1fe,https://www.fire.ca.gov/incidents/2013/10/6/baker-fire/
132,Capay Fire,2013-11-04,2013-11-04,163,-122.08725,38.67479,Esparto,Yolo,0aa08938-eaab-4a60-8891-946197328f94,https://www.fire.ca.gov/incidents/2013/11/4/capay-fire/
133,Dersch Fire,2013-11-07,2013-11-07,33,-122.140914,40.483662,Palo Cedro,Shasta,29a2efda-c28f-4a41-9c6d-8cb8f763d464,https://www.fire.ca.gov/incidents/2013/11/7/dersch-fire/
134,Toro Fire,2013-11-09,2013-11-08,51,-120.751555,35.457978,Atascadero,San Luis Obispo,587c03e3-4831-47c1-8c03-c08176e91b11,https://www.fire.ca.gov/incidents/2013/11/8/toro-fire/
135,Cantwell Fire,2013-11-10,2013-11-08,120,-122.567525,38.882214,Lower Lake,Lake,20ba8b6b-78d4-46a7-995b-d8fa38cbf3b8,https://www.fire.ca.gov/incidents/2013/11/8/cantwell-fire/
136,Silverado Fire,2013-11-23,2013-11-21,190,-122.311,38.382,Yountville,Napa,79d476e5-0b4d-48e2-a105-2bba5c1140e9,https://www.fire.ca.gov/incidents/2013/11/21/silverado-fire/
137,Wheeler Fire,2013-11-15,2013-11-14,64,-119.13249,34.384,Santa Paula,Ventura,0adb968c-eb85-41c5-8e08-04c0ec386c79,https://www.fire.ca.gov/incidents/2013/11/14/wheeler-fire/
138,Retek Fire,2013-11-22,2013-11-22,82,-123.1478,39.0442,Talmage,Mendocino,e9e43213-b2fc-47bc-92cd-117ccd6e4780,https://www.fire.ca.gov/incidents/2013/11/22/retek-fire/
139,McCabe Fire,2013-11-27,2013-11-22,3505,-122.8498,38.8167,Cobb,Sonoma,b4bc1480-cbb8-4ef2-8d5f-88a496d21d10,https://www.fire.ca.gov/incidents/2013/11/22/mccabe-fire/
140,Bruner Fire,2013-11-24,2013-11-23,50,-122.7656,39.0448,Soda Bay,Lake,3f3e234c-04e1-4941-a79f-23ddc419bf59,https://www.fire.ca.gov/incidents/2013/11/23/bruner-fire/
141,Dam Fire,2013-11-24,2013-11-23,23,-122.5818,38.9289,Lower Lake,Lake,720f1d0a-81b7-4a00-85db-be3d9587ea3e,https://www.fire.ca.gov/incidents/2013/11/23/dam-fire/
142,Grant Fire,2013-12-31,2013-12-31,40,-121.717706,37.342186,East Foothills,Santa Clara,7a168690-06e5-4056-97c8-73b834204744,https://www.fire.ca.gov/incidents/2013/12/31/grant-fire/
143,Campbell Fire,2014-01-10,2014-01-02,865,-121.790183,40.134597,Forest Ranch,Tehama,353e7df7-440c-4c41-a27c-b35bb1e2831c,https://www.fire.ca.gov/incidents/2014/1/2/campbell-fire/
144,Colby Fire,2014-01-27,2014-01-16,1952,-117.8816,34.1703,Glendora,Los Angeles,1fe0ea01-23e8-47a1-8fbd-ced6cf655e4d,https://www.fire.ca.gov/incidents/2014/1/16/colby-fire/
145,Red Fire,2014-01-08,2014-01-04,333,-123.773779,40.884415,Willow Creek,Humboldt,6d75c6a4-12cb-4f18-8951-f2737e980916,https://www.fire.ca.gov/incidents/2014/1/4/red-fire/
146,Lake Fire,2014-01-26,2014-01-25,106,-119.3415,36.8266,Squaw Valley,Fresno,d529636e-33d0-484b-9c6f-093ba33736b7,https://www.fire.ca.gov/incidents/2014/1/25/lake-fire/
147,Gun Fire,2014-03-11,2014-03-08,125,-116.49,32.81,Pine Valley,San Diego,a67fe9bc-b8ec-4ed1-a2e8-06623aab7039,https://www.fire.ca.gov/incidents/2014/3/8/gun-fire/
148,Encinal Fire,2014-03-21,2014-03-19,400,-121.4819,36.6313,Chualar,Monterey,cb580f06-5d43-46aa-8b2c-f2b5a21eff02,https://www.fire.ca.gov/incidents/2014/3/19/encinal-fire/
149,Van Buren Fire,2014-03-29,2014-03-28,57,-116.1985,33.5982,Vista Santa Rosa,Riverside,edff6f87-80b8-4c0d-8f6a-45c6e798b7fa,https://www.fire.ca.gov/incidents/2014/3/28/van-buren-fire/
150,Bridges Fire,2014-04-21,2014-04-19,113,-118.352,37.399,Bishop,Inyo,1faad916-32b9-4cd0-94b8-dacfe71fa9f8,https://www.fire.ca.gov/incidents/2014/4/19/bridges-fire/
151,Etiwanda Fire,2014-05-05,2014-04-30,2143,-117.547374,34.169346,Rancho Cucamonga,San Bernardino,13bfff2c-cb2f-4ed9-a7f8-6985646a2d5d,https://www.fire.ca.gov/incidents/2014/4/30/etiwanda-fire/
152,Jacumba Fire,2014-05-06,2014-05-05,29,-116.222,32.665,Cereso del Hongo,San Diego,d5cb2477-6627-4ef6-bab1-d0eecc4ad12a,https://www.fire.ca.gov/incidents/2014/5/5/jacumba-fire/
153,Bernardo Fire,2014-05-17,2014-05-13,1548,-117.133,33.003,Fairbanks Ranch,San Diego,9e5ee790-ee7e-4b40-b300-7a3046901162,https://www.fire.ca.gov/incidents/2014/5/13/bernardo-fire/
154,San Lucas Fire,2014-05-01,2014-04-30,75,-121.117,36.103,King City,Monterey,91c3081d-33b4-46f2-8774-032c57f0f6a2,https://www.fire.ca.gov/incidents/2014/4/30/san-lucas-fire/
155,Miguelito Fire,2014-05-19,2014-05-13,632,-120.454,34.609,Lompoc,Santa Barbara,d08b0c4e-35d3-43fb-8af8-1756b1789172,https://www.fire.ca.gov/incidents/2014/5/13/miguelito-fire/
156,Tomahawk Fire,2014-05-19,2014-05-14,5367,-117.284889,33.3529,Fallbrook,San Diego,2b35bd0d-169f-4a81-835b-13bf527031a6,https://www.fire.ca.gov/incidents/2014/5/14/tomahawk-fire/
157,San Mateo Fire,2014-05-20,2014-05-16,1457,-117.550567,33.417572,San Clemente,San Diego,b0b5efed-3edc-4a4b-97c8-95a79d12d0c6,https://www.fire.ca.gov/incidents/2014/5/16/san-mateo-fire/
158,Highway Fire,2014-05-15,2014-05-14,380,-117.162,33.312,Bonsall,San Diego,ebea3cc2-c0ad-4de2-829a-0b544183461b,https://www.fire.ca.gov/incidents/2014/5/14/highway-fire/
159,Fiddler Fire,2014-05-15,2014-05-14,50,-122.721,40.39,Shasta,Shasta,2c241790-d062-4b15-9a25-8e511c0febab,https://www.fire.ca.gov/incidents/2014/5/14/fiddler-fire/
160,Cocos Fire,2014-05-22,2014-05-14,1995,-117.1599,33.1137,San Marcos,San Diego,1b1cba8f-7893-4eea-82d9-dc78663fd911,https://www.fire.ca.gov/incidents/2014/5/14/cocos-fire/
161,Poinsettia Fire,2014-05-17,2014-05-14,600,-117.279,33.1109,Lake San Marcos,San Diego,cc18296d-573a-4737-8e4e-1221d75d1e7b,https://www.fire.ca.gov/incidents/2014/5/14/poinsettia-fire/
162,Indian Fire,2014-05-26,2014-05-25,175,-122.5983,39.1647,Clearlake Oaks,Lake,b454456c-1fa9-4766-b179-6df36b4d844b,https://www.fire.ca.gov/incidents/2014/5/25/indian-fire/
163,59 Fire,2014-06-05,2014-06-04,487,-120.45087,37.76617,Jamestown,Tuolumne,1a0bbf7e-7f9b-4359-9c91-85dec2e2869a,https://www.fire.ca.gov/incidents/2014/6/4/59-fire/
164,Hetch Hetchy Fire,2014-06-06,2014-06-05,269,-120.452,37.787,Jamestown,Tuolumne,b5d32131-cf00-4e34-9e08-b74d68a3174f,https://www.fire.ca.gov/incidents/2014/6/5/hetch-hetchy-fire/
165,Hall Fire,2014-06-09,2014-06-11,25,-119.241493,36.742747,Squaw Valley,Fresno,ccc2ec2b-4941-4bbd-ae60-be6706d97f13,https://www.fire.ca.gov/incidents/2014/6/11/hall-fire/
166,Morgan Fire,2014-06-11,2014-06-09,40,-119.525506,36.991825,Auberry,Fresno,857e832f-17bd-4ad2-8789-99b003187049,https://www.fire.ca.gov/incidents/2014/6/9/morgan-fire/
167,Norman Fire,2014-06-13,2014-06-12,70,38.453,121.999,Longyearbyen,Solano,45cf54ae-c166-4f81-816f-2e0ef959a56e,https://www.fire.ca.gov/incidents/2014/6/12/norman-fire/
168,Haigh Fire,2014-06-13,2014-06-10,130,-120.197,37.7103,Tuolumne City,Mariposa,50567f4a-c56d-4d73-9855-f5d81fa74025,https://www.fire.ca.gov/incidents/2014/6/10/haigh-fire/
169,Shirley Fire,2014-06-20,2014-06-13,3895,-118.555527,35.70683,Alta Sierra,Kern,8ede9823-938e-4786-97b8-a0f42b852cb2,https://www.fire.ca.gov/incidents/2014/6/13/shirley-fire/
170,Tehama Fire,2014-06-13,2014-06-13,225,-122.345078,40.009827,Rancho Tehama Reserve,Tehama,724209e0-12b0-4d49-b798-8ccacf95e668,https://www.fire.ca.gov/incidents/2014/6/13/tehama-fire/
171,Reed Fire,2014-06-21,2014-06-20,120,38.178241,120.679019,Longyearbyen,Calaveras,2b382ade-87e2-4cff-92f7-67328139d7eb,https://www.fire.ca.gov/incidents/2014/6/20/reed-fire/
172,Oak Fire,2014-06-24,2014-06-22,85,-120.66,38.058,Copperopolis,Calaveras,06ae83a9-125e-4cf5-826e-8b541b2308fd,https://www.fire.ca.gov/incidents/2014/6/22/oak-fire/
173,Butts Fire,2014-07-09,2014-07-01,4300,-122.454,38.664,Angwin,"Napa, Lake",2437bb57-1d09-4892-8c26-a60661dae1d9,https://www.fire.ca.gov/incidents/2014/7/1/butts-fire/
174,Bible Fire,2014-07-09,2014-07-09,30,-120.703238,38.608336,Camino,El Dorado,da607cd1-32fc-44c0-bd7a-ba14ad0a14cc,https://www.fire.ca.gov/incidents/2014/7/9/bible-fire/
175,Bully Fire,2014-07-26,2014-07-11,12661,-122.750788,40.4314,Lewiston,Shasta,3a1fab73-882a-478c-b289-504497db4d64,https://www.fire.ca.gov/incidents/2014/7/11/bully-fire/
176,Monticello Fire,2014-07-12,2014-07-04,6488,-122.104,38.512,Winters,Yolo,756d8f5b-bc05-4741-a5a3-3b20ca21906d,https://www.fire.ca.gov/incidents/2014/7/4/monticello-fire/
177,Gulch Fire,2014-07-07,2014-07-03,1469,-120.904,41.489,Alturas,Modoc,00089805-cdee-4607-8b67-1653bee463bc,https://www.fire.ca.gov/incidents/2014/7/3/gulch-fire/
178,Modoc Lightning Complex,2014-07-03,2014-07-01,1651,-120.79,41.89,Alturas,Modoc,8f48a8a9-facf-49e8-92dc-ea1147e53792,https://www.fire.ca.gov/incidents/2014/7/1/modoc-lightning-complex/
179,West Fire,2014-07-03,2014-07-01,15,-123.24,40.41,Hayfork,Trinity,62c2a563-1768-4c94-ac71-694a553cfdf8,https://www.fire.ca.gov/incidents/2014/7/1/west-fire/
180,Banner Fire,2014-07-06,2014-07-03,217,-116.576454,33.078948,Julian,San Diego,d2623c2c-ff3d-419e-a129-b3aa542c05c4,https://www.fire.ca.gov/incidents/2014/7/3/banner-fire/
181,Marsh Fire,2014-07-12,2014-07-11,80,-121.5118,37.5359,Tracy,Contra Costa,dc1a83b0-500c-440f-85d7-7090884f5487,https://www.fire.ca.gov/incidents/2014/7/11/marsh-fire/
182,Cassel Fire,2014-07-08,2014-07-05,75,-121.3415,40.5719,Chester,Shasta,0bc42201-27c2-4b3d-a329-ce44bc1261d9,https://www.fire.ca.gov/incidents/2014/7/5/cassel-fire/
183,Interlake Fire,2014-07-08,2014-07-07,47,-121.0226,35.8218,Lake Nacimiento,San Luis Obispo,1df51ee3-c15a-4266-bf3d-d52272189cff,https://www.fire.ca.gov/incidents/2014/7/7/interlake-fire/
184,Hutto Fire,2014-07-08,2014-07-07,38,-121.2687,39.1871,Penn Valley,Nevada,61506ea2-3f16-4aa6-ba54-d7788c3a2b35,https://www.fire.ca.gov/incidents/2014/7/7/hutto-fire/
185,Dry Fire,2014-07-10,2014-07-09,143,-122.2215,40.6569,Bella Vista,Shasta,dcbc7afb-cdef-49a3-822e-20bbaa86a5d0,https://www.fire.ca.gov/incidents/2014/7/9/dry-fire/
186,Nicolls Fire,2014-07-21,2014-07-11,1680,-118.15,35.642,Weldon,Kern,45abd556-f41f-4507-91a5-1cf2f751bb4c,https://www.fire.ca.gov/incidents/2014/7/11/nicolls-fire/
187,Wildlife Fire,2014-07-16,2014-07-14,72,-121.6129,39.4664,Thermalito,Butte,9c21bb74-e919-403c-8a43-05f561669e4e,https://www.fire.ca.gov/incidents/2014/7/14/wildlife-fire/
188,Sand Fire,2014-08-02,2014-07-25,4240,-120.7819,38.5691,Plymouth,"Amador, El Dorado",4d07ccc3-32be-4a1d-acac-18333884c97d,https://www.fire.ca.gov/incidents/2014/7/25/sand-fire/
189,Bald Fire,2014-08-15,2014-07-30,39736,-121.368,40.901,Burney,Shasta,045a1a18-72e4-4579-b64c-f34b33a1031b,https://www.fire.ca.gov/incidents/2014/7/30/bald-fire/
190,Day Fire,2014-08-13,2014-07-30,13153,-121.2144,41.1336,Burney,Modoc,e3b7143d-6faa-4962-9fe5-c2d1559c5d20,https://www.fire.ca.gov/incidents/2014/7/30/day-fire/
191,Oregon Gulch Fire (part of the Beaver Complex),2014-08-18,2014-07-30,35302,-122.345,42.048,Montague,Siskiyou,3b2609f0-b3a2-493c-bf66-c5b5f64409f8,https://www.fire.ca.gov/incidents/2014/7/30/oregon-gulch-fire-part-of-the-beaver-complex/
192,Eiler Fire,2014-08-25,2014-07-31,32416,-121.562,40.72,Burney,Shasta,60ea04ec-5f5e-4a49-8fbc-fa50c17a1199,https://www.fire.ca.gov/incidents/2014/7/31/eiler-fire/
193,Coffee Fire,2014-11-14,2014-07-30,6258,-122.805,41.141,Weaverville,Shasta,9d3fb01e-c29e-436a-82f8-c110a0b35179,https://www.fire.ca.gov/incidents/2014/7/30/coffee-fire/
194,Little Deer Fire,2014-08-18,2014-07-31,5503,-122.127,41.682,Weed,Siskiyou,59a31adf-4f31-4bf6-a6c6-fe62d2d2587f,https://www.fire.ca.gov/incidents/2014/7/31/little-deer-fire/
195,Leopard Fire,2014-08-29,2014-08-29,25,29.24,40,Keles,Shasta,952443ab-3af0-431d-9040-c73a45925401,https://www.fire.ca.gov/incidents/2014/8/29/leopard-fire/
196,Pines Fire,2014-12-12,2014-08-26,10,18.4,37,Capo Rizzuto,Madera,a2da7754-e907-48f2-a023-0a3053cf2903,https://www.fire.ca.gov/incidents/2014/8/26/pines-fire/
197,Junction Fire,2014-08-25,2014-08-18,612,-119.6581,37.3433,Oakhurst,Madera,58e7e466-8807-404e-9ef6-5a6ae11a0084,https://www.fire.ca.gov/incidents/2014/8/18/junction-fire/
198,Little Fire,2014-08-13,2014-08-12,101,-121.266,41.507,Tulelake,Modoc,91669a3c-d533-4eaa-a8d7-505d55f89e46,https://www.fire.ca.gov/incidents/2014/8/12/little-fire/
199,Happy Camp Complex,2014-08-14,2014-08-11,0,-123.374,41.796,Happy Camp,Siskiyou,da500577-e558-4446-832f-0e537cc55204,https://www.fire.ca.gov/incidents/2014/8/11/happy-camp-complex/
200,Border Fire,2014-08-17,2014-08-16,20,-116.89516,32.59154,Ejido Javier Rojo Gomez,San Diego,64812487-ac4c-40da-b069-2884d7a04675,https://www.fire.ca.gov/incidents/2014/8/16/border-fire/
201,Shoemaker Fire,2014-12-12,2014-08-14,190,-117.771,34.235,San Dimas,Los Angeles,accb599e-35b8-4d5e-8d13-d0e4b0e4a1eb,https://www.fire.ca.gov/incidents/2014/8/14/shoemaker-fire/
202,Tecolote Fire,2014-12-12,2014-08-17,274,-117.867,34.267,Glendora,Los Angeles,d805c9b9-da39-4771-965f-b3cd4c37c84b,https://www.fire.ca.gov/incidents/2014/8/17/tecolote-fire/
203,Boca Fire,2014-08-19,2014-08-18,84,-120.0805,39.3918,Truckee,Nevada,605ac5e1-9903-45ba-872d-3d9c437457d7,https://www.fire.ca.gov/incidents/2014/8/18/boca-fire/
204,Way Fire,2014-08-27,2014-08-18,4045,-118.4747,35.7206,Wofford Heights,Kern,4b281a55-65b6-43e8-bab2-3689356d82e5,https://www.fire.ca.gov/incidents/2014/8/18/way-fire/
205,Oregon Fire,2014-08-28,2014-08-24,580,-122.946,40.7412,Weaverville,Trinity,3b954901-aa80-4894-b330-c287d47b68be,https://www.fire.ca.gov/incidents/2014/8/24/oregon-fire/
206,Gulch Fire,2014-09-16,2014-09-10,1375,-122.171,40.7101,Bella Vista,Shasta,b22e378f-bfbc-40b8-aaa7-29ec6db13db1,https://www.fire.ca.gov/incidents/2014/9/10/gulch-fire/
207,Jackson Fire,2014-09-05,2014-09-04,70,-120.3434,37.8316,Jamestown,Tuolumne,726710bb-32d4-46bf-9729-7f3396defcf0,https://www.fire.ca.gov/incidents/2014/9/4/jackson-fire/
208,Bald Hill 3 Fire,2014-09-15,2014-09-12,210,-123.753,41.134,Willow Creek,Humboldt,d4523b72-45cf-4de2-8ccf-3905f1dc8dbd,https://www.fire.ca.gov/incidents/2014/9/12/bald-hill-3-fire/
209,Stage Coach Fire,2014-09-15,2014-09-11,27,-122.384054,38.695961,Angwin,Napa,7e564dd5-1d4e-4999-8aea-93691ad314ac,https://www.fire.ca.gov/incidents/2014/9/11/stage-coach-fire/
210,Dog Rock Fire,2014-10-12,2014-10-07,311,40.34,37,Ciplak,Mariposa,ba17d495-8ce6-4a0f-a3ba-487bd877969e,https://www.fire.ca.gov/incidents/2014/10/7/dog-rock-fire/
211,King Fire,2014-10-09,2014-09-13,97717,-120.629714,38.805437,Pollock Pines,El Dorado,3df6ecf7-f095-483d-b1c4-2dc969d61261,https://www.fire.ca.gov/incidents/2014/9/13/king-fire/
212,Stephens Fire,2015-03-02,2015-02-24,200,-121.851,41.485,McCloud,Siskiyou,b3062936-6b2f-4177-b3f6-0fc288049339,https://www.fire.ca.gov/incidents/2015/2/24/stephens-fire/
213,Silverado Fire,2014-09-22,2014-09-12,968,-117.601,33.748,Portola Hills,Orange,568ea489-caa1-43c3-928a-9d0b836c0c54,https://www.fire.ca.gov/incidents/2014/9/12/silverado-fire/
214,Dog Bar Fire,2014-09-18,2014-09-13,247,-120.999508,39.113682,Colfax,Nevada,a794ecf9-2e8d-4721-a272-a3e66d2e7621,https://www.fire.ca.gov/incidents/2014/9/13/dog-bar-fire/
215,Courtney Fire,2014-09-22,2014-09-14,320,-119.604124,37.311915,Oakhurst,Madera,614efdbb-937e-47a0-9ffd-919e5e0de436,https://www.fire.ca.gov/incidents/2014/9/14/courtney-fire/
216,Boles Fire,2014-10-11,2014-09-15,516,-122.37432,41.42384,Weed,Siskiyou,ad164a35-8b27-4f96-b78e-952b08a333e8,https://www.fire.ca.gov/incidents/2014/9/15/boles-fire/
217,Bane Fire,2014-10-17,2014-10-16,48,-117.70643,33.93869,Los Serranos,San Bernardino,f5552e75-f74c-4bc0-99b8-6c66ee8cde3d,https://www.fire.ca.gov/incidents/2014/10/16/bane-fire/
218,Irene Fire,2014-09-17,2014-09-14,94,-120.028,38.59,South Lake Tahoe,El Dorado,7e60b4f7-8497-4155-9879-a3198b2ce696,https://www.fire.ca.gov/incidents/2014/9/14/irene-fire/
219,Cascade Fire,2014-09-25,2014-09-25,20,-120.1140659,38.9195001,South Lake Tahoe,El Dorado,0b2d503c-7bd5-45e7-b029-61306ae6e7c0,https://www.fire.ca.gov/incidents/2014/9/25/cascade-fire/
220,Otay Fire,2015-06-26,2015-06-26,80,-116.9454387,32.6449163,La Presa,San Diego,45a0a39f-b4b0-409c-9057-0942c567b7c3,https://www.fire.ca.gov/incidents/2015/6/26/otay-fire/
221,Ward Fire,2015-04-18,2015-04-13,137,-120.7016667,40.05083333,East Quincy,Plumas,84cb525c-7a90-4d31-8d55-d9729c05b286,https://www.fire.ca.gov/incidents/2015/4/13/ward-fire/
222,Highway Fire,2015-04-24,2015-04-18,1049,-117.642759,33.884313,Corona,Riverside,8e3c0b14-01e5-4c41-8641-ff987ac10ad9,https://www.fire.ca.gov/incidents/2015/4/18/highway-fire/
223,Forebay Fire,2015-05-11,2015-05-11,275,-121.06963,37.08312,Gustine,Merced,316804d6-471a-4c73-8b05-89b8abc8eeac,https://www.fire.ca.gov/incidents/2015/5/11/forebay-fire/
224,Bald Fire,2015-06-11,2015-06-10,20,-123.8292,41.1513,Willow Creek,Humboldt,ccd896f2-f071-4d26-ba9b-f413de4d6b77,https://www.fire.ca.gov/incidents/2015/6/10/bald-fire/
225,Saddle Fire,2015-06-29,2015-06-10,1542,-123.168,40.924,Weaverville,Trinity,2aae391b-7b00-47d9-ba73-d71ad706bdad,https://www.fire.ca.gov/incidents/2015/6/10/saddle-fire/
226,Pass Fire,2015-06-15,2015-06-15,67,-120.19482,35.77937,Shandon,Kern,17b99f78-78b8-4bd1-90fc-5d9c3cb61b95,https://www.fire.ca.gov/incidents/2015/6/15/pass-fire/
227,Chiles Fire,2015-06-17,2015-06-16,38,-122.3415,38.5287,Angwin,Napa,e3272697-2587-45ac-b525-76b85fabaa90,https://www.fire.ca.gov/incidents/2015/6/16/chiles-fire/
228,North Fire,2015-06-17,2015-06-16,60,-121.135426,38.260777,Dogtown,Amador,e2077d05-1f06-4939-8857-9f630a4b722e,https://www.fire.ca.gov/incidents/2015/6/16/north-fire/
229,Fork Fire,2015-06-17,2015-06-17,55,-122.552,40.0133,Rancho Tehama Reserve,Tehama,7934d7bb-15e1-4217-8fa1-552e4f3d8091,https://www.fire.ca.gov/incidents/2015/6/17/fork-fire/
230,Wildcat Fire,2015-06-19,2015-06-17,171,-116.8534,32.9421,San Diego Country Estates,San Diego,fc2ea6bf-e925-49f9-8390-9997c01b612d,https://www.fire.ca.gov/incidents/2015/6/17/wildcat-fire/
231,Lake Fire,2015-08-01,2015-06-17,31359,-116.8927778,34.16027778,Big Bear Lake,San Bernardino,17616590-ce26-4c73-bf81-70d338d027ce,https://www.fire.ca.gov/incidents/2015/6/17/lake-fire/
232,Cook Fire,2015-06-22,2015-06-18,158,-121.26471,39.2688,Lake Wildwood,Yuba,b5fa450f-9b84-4d90-9956-bda9dfe32f28,https://www.fire.ca.gov/incidents/2015/6/18/cook-fire/
233,Corrine Fire,2015-06-25,2015-06-18,920,-119.523943,37.165767,Auberry,Madera,fa8ba2dd-c9f7-454a-870b-1b39c0d8b31a,https://www.fire.ca.gov/incidents/2015/6/18/corrine-fire/
234,Red Fire,2015-06-23,2015-06-21,135,-119.6958,37.072561,Yosemite Lakes,Madera,0f537c6f-8a74-48f4-9fbf-ad00942ffba0,https://www.fire.ca.gov/incidents/2015/6/21/red-fire/
235,Dixie Fire,2015-06-20,2015-06-19,60,-121.033667,40.875667,Westwood,Lassen,1ca8b1e7-5590-448b-86ba-6dfa4937baa6,https://www.fire.ca.gov/incidents/2015/6/19/dixie-fire/
236,Loma Fire,2015-06-25,2015-06-24,533,-121.833751,37.974123,Antioch,,e7b2df46-649e-4fd9-81c5-daadaa57bc8d,https://www.fire.ca.gov/incidents/2015/6/24/loma-fire/
237,Washington Fire,2015-06-22,2015-06-19,0,-119.751944,38.598056,Gardnerville Ranchos,Alpine,470d19d4-384d-497a-9770-cd2e2a3f3196,https://www.fire.ca.gov/incidents/2015/6/19/washington-fire/
238,Calgrove Fire,2015-06-26,2015-06-24,415,-118.535793,34.361007,Santa Clarita,Los Angeles,e61d1b0b-4f19-460a-a6ac-e83a6e0a05a9,https://www.fire.ca.gov/incidents/2015/6/24/calgrove-fire/
239,Sterling Fire,2015-06-29,2015-06-25,100,-117.243878,34.165974,Highland,San Bernardino,ff28ce24-a13b-4903-85de-faec825de35b,https://www.fire.ca.gov/incidents/2015/6/25/sterling-fire/
240,Pleasure Fire,2015-06-28,2015-06-27,19,-122.181878,38.519132,Winters,Napa,7c98e8db-6a6a-4f66-bfe7-7d24e926c986,https://www.fire.ca.gov/incidents/2015/6/27/pleasure-fire/
241,Covelo Fire,2015-06-29,2015-06-28,35,-123.248214,39.7806004,Covelo,Mendocino,56dc8f9c-98e5-4aad-b3e9-bbee503b29e9,https://www.fire.ca.gov/incidents/2015/6/28/covelo-fire/
242,Black Fire,2015-07-04,2015-07-04,170,-122.3638,39.8448,Rancho Tehama Reserve,Tehama,8d5b00c1-0ec0-43bb-a03e-822d5fe2af52,https://www.fire.ca.gov/incidents/2015/7/4/black-fire/
243,Soda Fire,2015-07-05,2015-07-04,23,-123.303,39.0263,Boonville,Mendocino,58dda3b8-3643-4f73-bee0-0a4cae0cb079,https://www.fire.ca.gov/incidents/2015/7/4/soda-fire/
244,Sky Fire,2015-07-08,2015-07-06,150,-122.0789,38.4113,Vacaville,Solano,28b81794-bb66-466e-b9dc-337c47be5678,https://www.fire.ca.gov/incidents/2015/7/6/sky-fire/
245,Ascot Fire,2015-07-10,2015-07-10,40,-122.1578,38.1029,Benicia,Solano,dff0f39c-bed4-4910-9c22-d9ccd4142809,https://www.fire.ca.gov/incidents/2015/7/10/ascot-fire/
246,Keswick Fire,2015-07-08,2015-07-07,18,-122.4397,40.5953,Redding,Shasta,64fa2a72-b964-421d-b88f-5ac2e37647d4,https://www.fire.ca.gov/incidents/2015/7/7/keswick-fire/
247,Mill 2 Fire,2015-07-21,2015-07-12,54,-117.0487863,34.0783472,Yucaipa,San Bernardino,c8fb2c4c-2275-4ad1-aef3-859e332a1a47,https://www.fire.ca.gov/incidents/2015/7/12/mill-2-fire/
248,Deer Fire,2015-07-15,2015-07-10,95,-121.0157,35.7183,Lake Nacimiento,San Luis Obispo,598a3d54-ce60-466e-b44f-0e7c8f9e4ff5,https://www.fire.ca.gov/incidents/2015/7/10/deer-fire/
249,Spider Fire,2015-07-12,2015-07-12,21,-117.43942,33.986204,Sunnyslope,Riverside,48284911-67cd-4394-8aad-053d3b2cf5db,https://www.fire.ca.gov/incidents/2015/7/12/spider-fire/
250,241 Fire,2015-07-15,2015-07-13,214,-117.7274,33.7626,North Tustin,Orange,ca7da36b-1951-4d52-92b2-1a0b04aab586,https://www.fire.ca.gov/incidents/2015/7/13/241-fire/
251,Cooley Fire,2015-07-14,2015-07-13,181,-122.5029,41.8048,Montague,Siskiyou,8b35629f-50f4-4b32-b286-ce48cb1200e7,https://www.fire.ca.gov/incidents/2015/7/13/cooley-fire/
252,Lake Fire,2015-07-17,2015-07-16,25,-116.73472,33.21407,Julian,San Diego,98b0706c-ac34-4d9a-9ceb-55996099daed,https://www.fire.ca.gov/incidents/2015/7/16/lake-fire/
